question,document_identifier,question_identifier
Which zoning districts allow recreation centers?,id9,qid0
Which zoning districts permit recreation centers?,id9,qid1
I would like to build recreation centers. Which zoning districts permits this use?,id9,qid2
Which zoning districts allow quarries?,id9,qid3
Which zoning districts permit quarries?,id9,qid4
I would like to build quarries. Which zoning districts permits this use?,id9,qid5
Which zoning districts allow schools and colleges (excluding colleges or trade schools operated for profit)?,id9,qid6
Which zoning districts permit schools and colleges (excluding colleges or trade schools operated for profit)?,id9,qid7
I would like to build schools and colleges (excluding colleges or trade schools operated for profit). Which zoning districts permits this use?,id9,qid8
Which zoning districts allow school and colleges operated for profit (including commercial vocational and trade schools)?,id9,qid9
Which zoning districts permit school and colleges operated for profit (including commercial vocational and trade schools)?,id9,qid10
I would like to build school and colleges operated for profit (including commercial vocational and trade schools). Which zoning districts permits this use?,id9,qid11
Which zoning districts allow financial services?,id9,qid12
Which zoning districts permit financial services?,id9,qid13
I would like to build financial services. Which zoning districts permits this use?,id9,qid14
Which zoning districts allow places of religious worship?,id9,qid15
Which zoning districts permit places of religious worship?,id9,qid16
I would like to build places of religious worship. Which zoning districts permits this use?,id9,qid17
Which zoning districts allow temporary buildings?,id9,qid18
Which zoning districts permit temporary buildings?,id9,qid19
I would like to build temporary buildings. Which zoning districts permits this use?,id9,qid20
Which zoning districts allow boat storage yards?,id9,qid21
Which zoning districts permit boat storage yards?,id9,qid22
I would like to build boat storage yards. Which zoning districts permits this use?,id9,qid23
Which zoning districts allow wood products manufacturing and finishing?,id9,qid24
Which zoning districts permit wood products manufacturing and finishing?,id9,qid25
I would like to build wood products manufacturing and finishing. Which zoning districts permits this use?,id9,qid26
Which zoning districts allow private garages?,id9,qid27
Which zoning districts permit private garages?,id9,qid28
I would like to build private garages. Which zoning districts permits this use?,id9,qid29
Which zoning districts allow storage yards?,id9,qid30
Which zoning districts permit storage yards?,id9,qid31
I would like to build storage yards. Which zoning districts permits this use?,id9,qid32
Which zoning districts allow salt works?,id9,qid33
Which zoning districts permit salt works?,id9,qid34
I would like to build salt works. Which zoning districts permits this use?,id9,qid35
Which zoning districts allow cultural institutions (such as museums and art galleries)?,id9,qid36
Which zoning districts permit cultural institutions (such as museums and art galleries)?,id9,qid37
I would like to build cultural institutions (such as museums and art galleries). Which zoning districts permits this use?,id9,qid38
Which zoning districts allow automotive self-service motor fuel dispensing facilities?,id9,qid39
Which zoning districts permit automotive self-service motor fuel dispensing facilities?,id9,qid40
I would like to build automotive self-service motor fuel dispensing facilities. Which zoning districts permits this use?,id9,qid41
Which zoning districts allow stadiums and arenas?,id9,qid42
Which zoning districts permit stadiums and arenas?,id9,qid43
I would like to build stadiums and arenas. Which zoning districts permits this use?,id9,qid44
Which zoning districts allow petroleum refining?,id9,qid45
Which zoning districts permit petroleum refining?,id9,qid46
I would like to build petroleum refining. Which zoning districts permits this use?,id9,qid47
Which zoning districts allow monument works?,id9,qid48
Which zoning districts permit monument works?,id9,qid49
I would like to build monument works. Which zoning districts permits this use?,id9,qid50
Which zoning districts allow family and group day care facilities?,id9,qid51
Which zoning districts permit family and group day care facilities?,id9,qid52
I would like to build family and group day care facilities. Which zoning districts permits this use?,id9,qid53
Which zoning districts allow plastic product design molding and assembly?,id9,qid54
Which zoning districts permit plastic product design molding and assembly?,id9,qid55
I would like to build plastic product design molding and assembly. Which zoning districts permits this use?,id9,qid56
Which zoning districts allow auto body shops?,id9,qid57
Which zoning districts permit auto body shops?,id9,qid58
I would like to build auto body shops. Which zoning districts permits this use?,id9,qid59
Which zoning districts allow alcohol manufacturing?,id9,qid60
Which zoning districts permit alcohol manufacturing?,id9,qid61
I would like to build alcohol manufacturing. Which zoning districts permits this use?,id9,qid62
Which zoning districts allow public parking lots?,id9,qid63
Which zoning districts permit public parking lots?,id9,qid64
I would like to build public parking lots. Which zoning districts permits this use?,id9,qid65
Which zoning districts allow rehabilitation centers?,id9,qid66
Which zoning districts permit rehabilitation centers?,id9,qid67
I would like to build rehabilitation centers. Which zoning districts permits this use?,id9,qid68
Which zoning districts allow taverns and cocktail lounges?,id9,qid69
Which zoning districts permit taverns and cocktail lounges?,id9,qid70
I would like to build taverns and cocktail lounges. Which zoning districts permits this use?,id9,qid71
Which zoning districts allow self-storage warehouses?,id9,qid72
Which zoning districts permit self-storage warehouses?,id9,qid73
I would like to build self-storage warehouses. Which zoning districts permits this use?,id9,qid74
Which zoning districts allow automotive motor fuel dispensing facilities?,id9,qid75
Which zoning districts permit automotive motor fuel dispensing facilities?,id9,qid76
I would like to build automotive motor fuel dispensing facilities. Which zoning districts permits this use?,id9,qid77
Which zoning districts allow small metal products design casting fabricating and processing?,id9,qid78
Which zoning districts permit small metal products design casting fabricating and processing?,id9,qid79
I would like to build small metal products design casting fabricating and processing. Which zoning districts permits this use?,id9,qid80
Which zoning districts allow religious cultural and fraternal activities?,id9,qid81
Which zoning districts permit religious cultural and fraternal activities?,id9,qid82
I would like to build religious cultural and fraternal activities. Which zoning districts permits this use?,id9,qid83
Which zoning districts allow public utility stations?,id9,qid84
Which zoning districts permit public utility stations?,id9,qid85
I would like to build public utility stations. Which zoning districts permits this use?,id9,qid86
Which zoning districts allow business services?,id9,qid87
Which zoning districts permit business services?,id9,qid88
I would like to build business services. Which zoning districts permits this use?,id9,qid89
Which zoning districts allow cotton gins?,id9,qid90
Which zoning districts permit cotton gins?,id9,qid91
I would like to build cotton gins. Which zoning districts permits this use?,id9,qid92
Which zoning districts allow breweries?,id9,qid93
Which zoning districts permit breweries?,id9,qid94
