question,document_identifier,question_identifier
Which zoning districts allow recreation centers?,id12,qid0
Which zoning districts permit recreation centers?,id12,qid1
I would like to build recreation centers. Which zoning districts permits this use?,id12,qid2
Which zoning districts allow quarries?,id12,qid3
Which zoning districts permit quarries?,id12,qid4
I would like to build quarries. Which zoning districts permits this use?,id12,qid5
Which zoning districts allow schools and colleges (excluding colleges or trade schools operated for profit)?,id12,qid6
Which zoning districts permit schools and colleges (excluding colleges or trade schools operated for profit)?,id12,qid7
I would like to build schools and colleges (excluding colleges or trade schools operated for profit). Which zoning districts permits this use?,id12,qid8
Which zoning districts allow school and colleges operated for profit (including commercial vocational and trade schools)?,id12,qid9
Which zoning districts permit school and colleges operated for profit (including commercial vocational and trade schools)?,id12,qid10
I would like to build school and colleges operated for profit (including commercial vocational and trade schools). Which zoning districts permits this use?,id12,qid11
Which zoning districts allow financial services?,id12,qid12
Which zoning districts permit financial services?,id12,qid13
I would like to build financial services. Which zoning districts permits this use?,id12,qid14
Which zoning districts allow places of religious worship?,id12,qid15
Which zoning districts permit places of religious worship?,id12,qid16
I would like to build places of religious worship. Which zoning districts permits this use?,id12,qid17
Which zoning districts allow temporary buildings?,id12,qid18
Which zoning districts permit temporary buildings?,id12,qid19
I would like to build temporary buildings. Which zoning districts permits this use?,id12,qid20
Which zoning districts allow boat storage yards?,id12,qid21
Which zoning districts permit boat storage yards?,id12,qid22
I would like to build boat storage yards. Which zoning districts permits this use?,id12,qid23
Which zoning districts allow wood products manufacturing and finishing?,id12,qid24
Which zoning districts permit wood products manufacturing and finishing?,id12,qid25
I would like to build wood products manufacturing and finishing. Which zoning districts permits this use?,id12,qid26
Which zoning districts allow private garages?,id12,qid27
Which zoning districts permit private garages?,id12,qid28
I would like to build private garages. Which zoning districts permits this use?,id12,qid29
Which zoning districts allow storage yards?,id12,qid30
Which zoning districts permit storage yards?,id12,qid31
I would like to build storage yards. Which zoning districts permits this use?,id12,qid32
Which zoning districts allow salt works?,id12,qid33
Which zoning districts permit salt works?,id12,qid34
I would like to build salt works. Which zoning districts permits this use?,id12,qid35
Which zoning districts allow cultural institutions (such as museums and art galleries)?,id12,qid36
Which zoning districts permit cultural institutions (such as museums and art galleries)?,id12,qid37
I would like to build cultural institutions (such as museums and art galleries). Which zoning districts permits this use?,id12,qid38
Which zoning districts allow automotive self-service motor fuel dispensing facilities?,id12,qid39
Which zoning districts permit automotive self-service motor fuel dispensing facilities?,id12,qid40
I would like to build automotive self-service motor fuel dispensing facilities. Which zoning districts permits this use?,id12,qid41
Which zoning districts allow stadiums and arenas?,id12,qid42
Which zoning districts permit stadiums and arenas?,id12,qid43
I would like to build stadiums and arenas. Which zoning districts permits this use?,id12,qid44
Which zoning districts allow petroleum refining?,id12,qid45
Which zoning districts permit petroleum refining?,id12,qid46
I would like to build petroleum refining. Which zoning districts permits this use?,id12,qid47
Which zoning districts allow monument works?,id12,qid48
Which zoning districts permit monument works?,id12,qid49
I would like to build monument works. Which zoning districts permits this use?,id12,qid50
Which zoning districts allow family and group day care facilities?,id12,qid51
Which zoning districts permit family and group day care facilities?,id12,qid52
I would like to build family and group day care facilities. Which zoning districts permits this use?,id12,qid53
Which zoning districts allow plastic product design molding and assembly?,id12,qid54
Which zoning districts permit plastic product design molding and assembly?,id12,qid55
I would like to build plastic product design molding and assembly. Which zoning districts permits this use?,id12,qid56
Which zoning districts allow auto body shops?,id12,qid57
Which zoning districts permit auto body shops?,id12,qid58
I would like to build auto body shops. Which zoning districts permits this use?,id12,qid59
Which zoning districts allow alcohol manufacturing?,id12,qid60
Which zoning districts permit alcohol manufacturing?,id12,qid61
I would like to build alcohol manufacturing. Which zoning districts permits this use?,id12,qid62
Which zoning districts allow public parking lots?,id12,qid63
Which zoning districts permit public parking lots?,id12,qid64
I would like to build public parking lots. Which zoning districts permits this use?,id12,qid65
Which zoning districts allow rehabilitation centers?,id12,qid66
Which zoning districts permit rehabilitation centers?,id12,qid67
I would like to build rehabilitation centers. Which zoning districts permits this use?,id12,qid68
Which zoning districts allow taverns and cocktail lounges?,id12,qid69
Which zoning districts permit taverns and cocktail lounges?,id12,qid70
I would like to build taverns and cocktail lounges. Which zoning districts permits this use?,id12,qid71
Which zoning districts allow self-storage warehouses?,id12,qid72
Which zoning districts permit self-storage warehouses?,id12,qid73
I would like to build self-storage warehouses. Which zoning districts permits this use?,id12,qid74
Which zoning districts allow automotive motor fuel dispensing facilities?,id12,qid75
Which zoning districts permit automotive motor fuel dispensing facilities?,id12,qid76
