question,document_identifier,question_identifier
Are community centers (including wholesale and retail sales) permitted in a C3 zoning district?,id10,qid500
Are community centers (including wholesale and retail sales) allowed in a C4 zoning district?,id10,qid501
Are community centers (including wholesale and retail sales) permitted in a C4 zoning district?,id10,qid502
Are health and medical institutions (such as hospitals) allowed in a C3 zoning district?,id10,qid503
Are health and medical institutions (such as hospitals) permitted in a C3 zoning district?,id10,qid504
Are health and medical institutions (such as hospitals) allowed in a C4 zoning district?,id10,qid505
Are health and medical institutions (such as hospitals) permitted in a C4 zoning district?,id10,qid506
Are hotels and motels (excluding other residential occupancies) allowed in a C3 zoning district?,id10,qid507
Are hotels and motels (excluding other residential occupancies) permitted in a C3 zoning district?,id10,qid508
Are hotels and motels (excluding other residential occupancies) allowed in a C4 zoning district?,id10,qid509
Are hotels and motels (excluding other residential occupancies) permitted in a C4 zoning district?,id10,qid510
Are commercial printing and publishing allowed in a C3 zoning district?,id10,qid511
Are commercial printing and publishing permitted in a C3 zoning district?,id10,qid512
Are commercial printing and publishing allowed in a C4 zoning district?,id10,qid513
Are commercial printing and publishing permitted in a C4 zoning district?,id10,qid514
Are taverns and cocktail lounges allowed in a C3 zoning district?,id10,qid515
Are taverns and cocktail lounges permitted in a C3 zoning district?,id10,qid516
Are taverns and cocktail lounges allowed in a C4 zoning district?,id10,qid517
Are taverns and cocktail lounges permitted in a C4 zoning district?,id10,qid518
Are indoor theaters allowed in a C3 zoning district?,id10,qid519
Are indoor theaters permitted in a C3 zoning district?,id10,qid520
Are indoor theaters allowed in a C4 zoning district?,id10,qid521
Are indoor theaters permitted in a C4 zoning district?,id10,qid522
Are self-storage warehouses allowed in a C3 zoning district?,id10,qid523
Are self-storage warehouses permitted in a C3 zoning district?,id10,qid524
Are self-storage warehouses allowed in a C4 zoning district?,id10,qid525
Are self-storage warehouses permitted in a C4 zoning district?,id10,qid526
Are major automotive repair allowed in a C4 zoning district?,id10,qid527
Are major automotive repair permitted in a C4 zoning district?,id10,qid528
Are commercial bakeries allowed in a C4 zoning district?,id10,qid529
Are commercial bakeries permitted in a C4 zoning district?,id10,qid530
Are regional commercial centers (including wholesale and retail sales) allowed in a C4 zoning district?,id10,qid531
Are regional commercial centers (including wholesale and retail sales) permitted in a C4 zoning district?,id10,qid532
Are plastic product design molding and assembly allowed in a C4 zoning district?,id10,qid533
Are plastic product design molding and assembly permitted in a C4 zoning district?,id10,qid534
Are small metal products design casting fabricating and processing allowed in a C4 zoning district?,id10,qid535
Are small metal products design casting fabricating and processing permitted in a C4 zoning district?,id10,qid536
Are manufacture and finishing allowed in a C4 zoning district?,id10,qid537
Are manufacture and finishing permitted in a C4 zoning district?,id10,qid538
Are storage yards allowed in a C4 zoning district?,id10,qid539
Are storage yards permitted in a C4 zoning district?,id10,qid540
Are wood products manufacturing and finishing allowed in a C4 zoning district?,id10,qid541
Are wood products manufacturing and finishing permitted in a C4 zoning district?,id10,qid542
Are warehouses allowed in a FI1 zoning district?,id10,qid543
Are warehouses permitted in a FI1 zoning district?,id10,qid544
Are warehouses allowed in a FI2 zoning district?,id10,qid545
Are warehouses permitted in a FI2 zoning district?,id10,qid546
Are warehouses allowed in a FI3 zoning district?,id10,qid547
Are warehouses permitted in a FI3 zoning district?,id10,qid548
Are research or testing laboratories allowed in a FI1 zoning district?,id10,qid549
Are research or testing laboratories permitted in a FI1 zoning district?,id10,qid550
Are research or testing laboratories allowed in a FI2 zoning district?,id10,qid551
Are research or testing laboratories permitted in a FI2 zoning district?,id10,qid552
Are research or testing laboratories allowed in a FI3 zoning district?,id10,qid553
Are research or testing laboratories permitted in a FI3 zoning district?,id10,qid554
Are product distribution centers allowed in a FI1 zoning district?,id10,qid555
Are product distribution centers permitted in a FI1 zoning district?,id10,qid556
Are product distribution centers allowed in a FI2 zoning district?,id10,qid557
Are product distribution centers permitted in a FI2 zoning district?,id10,qid558
Are product distribution centers allowed in a FI3 zoning district?,id10,qid559
Are product distribution centers permitted in a FI3 zoning district?,id10,qid560
Are woodworking shops allowed in a FI1 zoning district?,id10,qid561
Are woodworking shops permitted in a FI1 zoning district?,id10,qid562
Are woodworking shops allowed in a FI2 zoning district?,id10,qid563
Are woodworking shops permitted in a FI2 zoning district?,id10,qid564
Are woodworking shops allowed in a FI3 zoning district?,id10,qid565
Are woodworking shops permitted in a FI3 zoning district?,id10,qid566
Are auto body shops allowed in a FI1 zoning district?,id10,qid567
Are auto body shops permitted in a FI1 zoning district?,id10,qid568
Are auto body shops allowed in a FI2 zoning district?,id10,qid569
Are auto body shops permitted in a FI2 zoning district?,id10,qid570
Are auto body shops allowed in a FI3 zoning district?,id10,qid571
Are auto body shops permitted in a FI3 zoning district?,id10,qid572
