question,document_identifier,question_identifier
Which zoning districts allow recreation centers?,id14,qid0
Which zoning districts permit recreation centers?,id14,qid1
I would like to build recreation centers. Which zoning districts permits this use?,id14,qid2
Which zoning districts allow quarries?,id14,qid3
Which zoning districts permit quarries?,id14,qid4
I would like to build quarries. Which zoning districts permits this use?,id14,qid5
Which zoning districts allow schools and colleges (excluding colleges or trade schools operated for profit)?,id14,qid6
Which zoning districts permit schools and colleges (excluding colleges or trade schools operated for profit)?,id14,qid7
I would like to build schools and colleges (excluding colleges or trade schools operated for profit). Which zoning districts permits this use?,id14,qid8
Which zoning districts allow school and colleges operated for profit (including commercial vocational and trade schools)?,id14,qid9
Which zoning districts permit school and colleges operated for profit (including commercial vocational and trade schools)?,id14,qid10
I would like to build school and colleges operated for profit (including commercial vocational and trade schools). Which zoning districts permits this use?,id14,qid11
Which zoning districts allow financial services?,id14,qid12
Which zoning districts permit financial services?,id14,qid13
I would like to build financial services. Which zoning districts permits this use?,id14,qid14
Which zoning districts allow places of religious worship?,id14,qid15
Which zoning districts permit places of religious worship?,id14,qid16
I would like to build places of religious worship. Which zoning districts permits this use?,id14,qid17
Which zoning districts allow temporary buildings?,id14,qid18
Which zoning districts permit temporary buildings?,id14,qid19
I would like to build temporary buildings. Which zoning districts permits this use?,id14,qid20
Which zoning districts allow boat storage yards?,id14,qid21
Which zoning districts permit boat storage yards?,id14,qid22
I would like to build boat storage yards. Which zoning districts permits this use?,id14,qid23
Which zoning districts allow wood products manufacturing and finishing?,id14,qid24
Which zoning districts permit wood products manufacturing and finishing?,id14,qid25
I would like to build wood products manufacturing and finishing. Which zoning districts permits this use?,id14,qid26
Which zoning districts allow private garages?,id14,qid27
Which zoning districts permit private garages?,id14,qid28
I would like to build private garages. Which zoning districts permits this use?,id14,qid29
Which zoning districts allow storage yards?,id14,qid30
Which zoning districts permit storage yards?,id14,qid31
I would like to build storage yards. Which zoning districts permits this use?,id14,qid32
Which zoning districts allow salt works?,id14,qid33
Which zoning districts permit salt works?,id14,qid34
I would like to build salt works. Which zoning districts permits this use?,id14,qid35
Which zoning districts allow cultural institutions (such as museums and art galleries)?,id14,qid36
Which zoning districts permit cultural institutions (such as museums and art galleries)?,id14,qid37
I would like to build cultural institutions (such as museums and art galleries). Which zoning districts permits this use?,id14,qid38
Which zoning districts allow automotive self-service motor fuel dispensing facilities?,id14,qid39
Which zoning districts permit automotive self-service motor fuel dispensing facilities?,id14,qid40
I would like to build automotive self-service motor fuel dispensing facilities. Which zoning districts permits this use?,id14,qid41
Which zoning districts allow stadiums and arenas?,id14,qid42
Which zoning districts permit stadiums and arenas?,id14,qid43
I would like to build stadiums and arenas. Which zoning districts permits this use?,id14,qid44
Which zoning districts allow petroleum refining?,id14,qid45
Which zoning districts permit petroleum refining?,id14,qid46
I would like to build petroleum refining. Which zoning districts permits this use?,id14,qid47
Which zoning districts allow monument works?,id14,qid48
Which zoning districts permit monument works?,id14,qid49
I would like to build monument works. Which zoning districts permits this use?,id14,qid50
Which zoning districts allow family and group day care facilities?,id14,qid51
Which zoning districts permit family and group day care facilities?,id14,qid52
I would like to build family and group day care facilities. Which zoning districts permits this use?,id14,qid53
Which zoning districts allow plastic product design molding and assembly?,id14,qid54
Which zoning districts permit plastic product design molding and assembly?,id14,qid55
I would like to build plastic product design molding and assembly. Which zoning districts permits this use?,id14,qid56
Which zoning districts allow auto body shops?,id14,qid57
Which zoning districts permit auto body shops?,id14,qid58
I would like to build auto body shops. Which zoning districts permits this use?,id14,qid59
Which zoning districts allow alcohol manufacturing?,id14,qid60
Which zoning districts permit alcohol manufacturing?,id14,qid61
I would like to build alcohol manufacturing. Which zoning districts permits this use?,id14,qid62
Which zoning districts allow public parking lots?,id14,qid63
Which zoning districts permit public parking lots?,id14,qid64
I would like to build public parking lots. Which zoning districts permits this use?,id14,qid65
Which zoning districts allow rehabilitation centers?,id14,qid66
Which zoning districts permit rehabilitation centers?,id14,qid67
I would like to build rehabilitation centers. Which zoning districts permits this use?,id14,qid68
Which zoning districts allow taverns and cocktail lounges?,id14,qid69
Which zoning districts permit taverns and cocktail lounges?,id14,qid70
I would like to build taverns and cocktail lounges. Which zoning districts permits this use?,id14,qid71
Which zoning districts allow self-storage warehouses?,id14,qid72
Which zoning districts permit self-storage warehouses?,id14,qid73
I would like to build self-storage warehouses. Which zoning districts permits this use?,id14,qid74
Which zoning districts allow automotive motor fuel dispensing facilities?,id14,qid75
Which zoning districts permit automotive motor fuel dispensing facilities?,id14,qid76
I would like to build automotive motor fuel dispensing facilities. Which zoning districts permits this use?,id14,qid77
Which zoning districts allow small metal products design casting fabricating and processing?,id14,qid78
Which zoning districts permit small metal products design casting fabricating and processing?,id14,qid79
I would like to build small metal products design casting fabricating and processing. Which zoning districts permits this use?,id14,qid80
Which zoning districts allow religious cultural and fraternal activities?,id14,qid81
Which zoning districts permit religious cultural and fraternal activities?,id14,qid82
I would like to build religious cultural and fraternal activities. Which zoning districts permits this use?,id14,qid83
Which zoning districts allow public utility stations?,id14,qid84
Which zoning districts permit public utility stations?,id14,qid85
I would like to build public utility stations. Which zoning districts permits this use?,id14,qid86
Which zoning districts allow business services?,id14,qid87
Which zoning districts permit business services?,id14,qid88
I would like to build business services. Which zoning districts permits this use?,id14,qid89
Which zoning districts allow cotton gins?,id14,qid90
Which zoning districts permit cotton gins?,id14,qid91
I would like to build cotton gins. Which zoning districts permits this use?,id14,qid92
Which zoning districts allow breweries?,id14,qid93
Which zoning districts permit breweries?,id14,qid94
I would like to build breweries. Which zoning districts permits this use?,id14,qid95
Which zoning districts allow dry cleaning plants?,id14,qid96
Which zoning districts permit dry cleaning plants?,id14,qid97
I would like to build dry cleaning plants. Which zoning districts permits this use?,id14,qid98
Which zoning districts allow health and medical institutions (such as hospitals)?,id14,qid99
Which zoning districts permit health and medical institutions (such as hospitals)?,id14,qid100
I would like to build health and medical institutions (such as hospitals). Which zoning districts permits this use?,id14,qid101
Which zoning districts allow public and governmental services?,id14,qid102
Which zoning districts permit public and governmental services?,id14,qid103
I would like to build public and governmental services. Which zoning districts permits this use?,id14,qid104
Which zoning districts allow libraries?,id14,qid105
Which zoning districts permit libraries?,id14,qid106
I would like to build libraries. Which zoning districts permits this use?,id14,qid107
Which zoning districts allow police and fire department stations?,id14,qid108
Which zoning districts permit police and fire department stations?,id14,qid109
I would like to build police and fire department stations. Which zoning districts permits this use?,id14,qid110
Which zoning districts allow restaurants?,id14,qid111
Which zoning districts permit restaurants?,id14,qid112
I would like to build restaurants. Which zoning districts permits this use?,id14,qid113
Which zoning districts allow open space?,id14,qid114
Which zoning districts permit open space?,id14,qid115
I would like to build open space. Which zoning districts permits this use?,id14,qid116
