question,document_identifier,question_identifier
Are community centers (including wholesale and retail sales) permitted in a C3 zoning district?,id1,qid500
Are community centers (including wholesale and retail sales) allowed in a C4 zoning district?,id1,qid501
Are community centers (including wholesale and retail sales) permitted in a C4 zoning district?,id1,qid502
Are health and medical institutions (such as hospitals) allowed in a C3 zoning district?,id1,qid503
Are health and medical institutions (such as hospitals) permitted in a C3 zoning district?,id1,qid504
Are health and medical institutions (such as hospitals) allowed in a C4 zoning district?,id1,qid505
Are health and medical institutions (such as hospitals) permitted in a C4 zoning district?,id1,qid506
Are hotels and motels (excluding other residential occupancies) allowed in a C3 zoning district?,id1,qid507
Are hotels and motels (excluding other residential occupancies) permitted in a C3 zoning district?,id1,qid508
Are hotels and motels (excluding other residential occupancies) allowed in a C4 zoning district?,id1,qid509
Are hotels and motels (excluding other residential occupancies) permitted in a C4 zoning district?,id1,qid510
Are commercial printing and publishing allowed in a C3 zoning district?,id1,qid511
Are commercial printing and publishing permitted in a C3 zoning district?,id1,qid512
Are commercial printing and publishing allowed in a C4 zoning district?,id1,qid513
Are commercial printing and publishing permitted in a C4 zoning district?,id1,qid514
Are taverns and cocktail lounges allowed in a C3 zoning district?,id1,qid515
Are taverns and cocktail lounges permitted in a C3 zoning district?,id1,qid516
Are taverns and cocktail lounges allowed in a C4 zoning district?,id1,qid517
Are taverns and cocktail lounges permitted in a C4 zoning district?,id1,qid518
Are indoor theaters allowed in a C3 zoning district?,id1,qid519
Are indoor theaters permitted in a C3 zoning district?,id1,qid520
Are indoor theaters allowed in a C4 zoning district?,id1,qid521
Are indoor theaters permitted in a C4 zoning district?,id1,qid522
Are self-storage warehouses allowed in a C3 zoning district?,id1,qid523
Are self-storage warehouses permitted in a C3 zoning district?,id1,qid524
Are self-storage warehouses allowed in a C4 zoning district?,id1,qid525
Are self-storage warehouses permitted in a C4 zoning district?,id1,qid526
Are major automotive repair allowed in a C4 zoning district?,id1,qid527
Are major automotive repair permitted in a C4 zoning district?,id1,qid528
Are commercial bakeries allowed in a C4 zoning district?,id1,qid529
Are commercial bakeries permitted in a C4 zoning district?,id1,qid530
Are regional commercial centers (including wholesale and retail sales) allowed in a C4 zoning district?,id1,qid531
Are regional commercial centers (including wholesale and retail sales) permitted in a C4 zoning district?,id1,qid532
Are plastic product design molding and assembly allowed in a C4 zoning district?,id1,qid533
Are plastic product design molding and assembly permitted in a C4 zoning district?,id1,qid534
Are small metal products design casting fabricating and processing allowed in a C4 zoning district?,id1,qid535
Are small metal products design casting fabricating and processing permitted in a C4 zoning district?,id1,qid536
Are manufacture and finishing allowed in a C4 zoning district?,id1,qid537
Are manufacture and finishing permitted in a C4 zoning district?,id1,qid538
Are storage yards allowed in a C4 zoning district?,id1,qid539
Are storage yards permitted in a C4 zoning district?,id1,qid540
Are wood products manufacturing and finishing allowed in a C4 zoning district?,id1,qid541
Are wood products manufacturing and finishing permitted in a C4 zoning district?,id1,qid542
Are warehouses allowed in a FI1 zoning district?,id1,qid543
Are warehouses permitted in a FI1 zoning district?,id1,qid544
Are warehouses allowed in a FI2 zoning district?,id1,qid545
Are warehouses permitted in a FI2 zoning district?,id1,qid546
Are warehouses allowed in a FI3 zoning district?,id1,qid547
Are warehouses permitted in a FI3 zoning district?,id1,qid548
Are research or testing laboratories allowed in a FI1 zoning district?,id1,qid549
Are research or testing laboratories permitted in a FI1 zoning district?,id1,qid550
Are research or testing laboratories allowed in a FI2 zoning district?,id1,qid551
Are research or testing laboratories permitted in a FI2 zoning district?,id1,qid552
Are research or testing laboratories allowed in a FI3 zoning district?,id1,qid553
Are research or testing laboratories permitted in a FI3 zoning district?,id1,qid554
Are product distribution centers allowed in a FI1 zoning district?,id1,qid555
Are product distribution centers permitted in a FI1 zoning district?,id1,qid556
Are product distribution centers allowed in a FI2 zoning district?,id1,qid557
Are product distribution centers permitted in a FI2 zoning district?,id1,qid558
Are product distribution centers allowed in a FI3 zoning district?,id1,qid559
Are product distribution centers permitted in a FI3 zoning district?,id1,qid560
Are woodworking shops allowed in a FI1 zoning district?,id1,qid561
Are woodworking shops permitted in a FI1 zoning district?,id1,qid562
Are woodworking shops allowed in a FI2 zoning district?,id1,qid563
Are woodworking shops permitted in a FI2 zoning district?,id1,qid564
Are woodworking shops allowed in a FI3 zoning district?,id1,qid565
Are woodworking shops permitted in a FI3 zoning district?,id1,qid566
Are auto body shops allowed in a FI1 zoning district?,id1,qid567
Are auto body shops permitted in a FI1 zoning district?,id1,qid568
Are auto body shops allowed in a FI2 zoning district?,id1,qid569
Are auto body shops permitted in a FI2 zoning district?,id1,qid570
Are auto body shops allowed in a FI3 zoning district?,id1,qid571
Are auto body shops permitted in a FI3 zoning district?,id1,qid572
Are furniture assembly allowed in a FI1 zoning district?,id1,qid573
Are furniture assembly permitted in a FI1 zoning district?,id1,qid574
Are furniture assembly allowed in a FI2 zoning district?,id1,qid575
Are furniture assembly permitted in a FI2 zoning district?,id1,qid576
Are furniture assembly allowed in a FI3 zoning district?,id1,qid577
Are furniture assembly permitted in a FI3 zoning district?,id1,qid578
Are dry cleaning plants allowed in a FI1 zoning district?,id1,qid579
Are dry cleaning plants permitted in a FI1 zoning district?,id1,qid580
Are dry cleaning plants allowed in a FI2 zoning district?,id1,qid581
Are dry cleaning plants permitted in a FI2 zoning district?,id1,qid582
Are dry cleaning plants allowed in a FI3 zoning district?,id1,qid583
Are dry cleaning plants permitted in a FI3 zoning district?,id1,qid584
Are machine shops allowed in a FI1 zoning district?,id1,qid585
Are machine shops permitted in a FI1 zoning district?,id1,qid586
Are machine shops allowed in a FI2 zoning district?,id1,qid587
Are machine shops permitted in a FI2 zoning district?,id1,qid588
Are machine shops allowed in a FI3 zoning district?,id1,qid589
Are machine shops permitted in a FI3 zoning district?,id1,qid590
Are boat storage yards allowed in a FI1 zoning district?,id1,qid591
Are boat storage yards permitted in a FI1 zoning district?,id1,qid592
Are boat storage yards allowed in a FI2 zoning district?,id1,qid593
Are boat storage yards permitted in a FI2 zoning district?,id1,qid594
Are boat storage yards allowed in a FI3 zoning district?,id1,qid595
Are boat storage yards permitted in a FI3 zoning district?,id1,qid596
Are stadiums and arenas allowed in a FI2 zoning district?,id1,qid597
Are stadiums and arenas permitted in a FI2 zoning district?,id1,qid598
Are stadiums and arenas allowed in a FI3 zoning district?,id1,qid599
Are stadiums and arenas permitted in a FI3 zoning district?,id1,qid600
Are indoor swap meets allowed in a FI2 zoning district?,id1,qid601
Are indoor swap meets permitted in a FI2 zoning district?,id1,qid602
Are indoor swap meets allowed in a FI3 zoning district?,id1,qid603
Are indoor swap meets permitted in a FI3 zoning district?,id1,qid604
Are breweries allowed in a FI2 zoning district?,id1,qid605
Are breweries permitted in a FI2 zoning district?,id1,qid606
Are breweries allowed in a FI3 zoning district?,id1,qid607
Are breweries permitted in a FI3 zoning district?,id1,qid608
Are liquid fertilizer manufacturing allowed in a FI2 zoning district?,id1,qid609
Are liquid fertilizer manufacturing permitted in a FI2 zoning district?,id1,qid610
Are liquid fertilizer manufacturing allowed in a FI3 zoning district?,id1,qid611
Are liquid fertilizer manufacturing permitted in a FI3 zoning district?,id1,qid612
Are carpet manufacturing allowed in a FI2 zoning district?,id1,qid613
Are carpet manufacturing permitted in a FI2 zoning district?,id1,qid614
Are carpet manufacturing allowed in a FI3 zoning district?,id1,qid615
Are carpet manufacturing permitted in a FI3 zoning district?,id1,qid616
Are monument works allowed in a FI2 zoning district?,id1,qid617
Are monument works permitted in a FI2 zoning district?,id1,qid618
Are monument works allowed in a FI3 zoning district?,id1,qid619
Are monument works permitted in a FI3 zoning district?,id1,qid620
Are regional recycling center allowed in a FI2 zoning district?,id1,qid621
Are regional recycling center permitted in a FI2 zoning district?,id1,qid622
Are regional recycling center allowed in a FI3 zoning district?,id1,qid623
Are regional recycling center permitted in a FI3 zoning district?,id1,qid624
Are auto-dismantling yards allowed in a FI3 zoning district?,id1,qid625
Are auto-dismantling yards permitted in a FI3 zoning district?,id1,qid626
Are alcohol manufacturing allowed in a FI3 zoning district?,id1,qid627
Are alcohol manufacturing permitted in a FI3 zoning district?,id1,qid628
Are cotton gins allowed in a FI3 zoning district?,id1,qid629
Are cotton gins permitted in a FI3 zoning district?,id1,qid630
Are paper manufacturing allowed in a FI3 zoning district?,id1,qid631
Are paper manufacturing permitted in a FI3 zoning district?,id1,qid632
Are quarries allowed in a FI3 zoning district?,id1,qid633
Are quarries permitted in a FI3 zoning district?,id1,qid634
Are salt works allowed in a FI3 zoning district?,id1,qid635
Are salt works permitted in a FI3 zoning district?,id1,qid636
Are petroleum refining allowed in a FI3 zoning district?,id1,qid637
Are petroleum refining permitted in a FI3 zoning district?,id1,qid638
What is the minimum lot size in the R1b zoning district?,id1,qid639
What is the maximum density in the R1b zoning district?,id1,qid640
What is the minimum lot width in the R1b zoning district?,id1,qid641
What is the minimum lot depth in the R1b zoning district?,id1,qid642
What is the minimum front setback in the R1b zoning district?,id1,qid643
What is the minimum side setback in the R1b zoning district?,id1,qid644
What is the minimum rear setback in the R1b zoning district?,id1,qid645
What is the maximum building height in the R1b zoning district?,id1,qid646
What is the minimum lot size in the C2 zoning district?,id1,qid647
What is the maximum density in the C2 zoning district?,id1,qid648
What is the minimum lot width in the C2 zoning district?,id1,qid649
What is the minimum lot depth in the C2 zoning district?,id1,qid650
What is the minimum front setback in the C2 zoning district?,id1,qid651
What is the minimum side setback in the C2 zoning district?,id1,qid652
What is the minimum rear setback in the C2 zoning district?,id1,qid653
What is the maximum building height in the C2 zoning district?,id1,qid654
What is the minimum lot size in the A1 zoning district?,id1,qid655
What is the maximum density in the A1 zoning district?,id1,qid656
What is the minimum lot width in the A1 zoning district?,id1,qid657
What is the minimum lot depth in the A1 zoning district?,id1,qid658
What is the minimum front setback in the A1 zoning district?,id1,qid659
What is the minimum side setback in the A1 zoning district?,id1,qid660
What is the minimum rear setback in the A1 zoning district?,id1,qid661
What is the maximum building height in the A1 zoning district?,id1,qid662
What is the minimum lot size in the R3a zoning district?,id1,qid663
What is the maximum density in the R3a zoning district?,id1,qid664
What is the minimum lot width in the R3a zoning district?,id1,qid665
What is the minimum lot depth in the R3a zoning district?,id1,qid666
What is the minimum front setback in the R3a zoning district?,id1,qid667
What is the minimum side setback in the R3a zoning district?,id1,qid668
What is the minimum rear setback in the R3a zoning district?,id1,qid669
What is the maximum building height in the R3a zoning district?,id1,qid670
What is the minimum lot size in the A2 zoning district?,id1,qid671
