question,document_identifier,question_identifier
Are community centers (including wholesale and retail sales) permitted in a C3 zoning district?,id8,qid500
Are community centers (including wholesale and retail sales) allowed in a C4 zoning district?,id8,qid501
Are community centers (including wholesale and retail sales) permitted in a C4 zoning district?,id8,qid502
Are health and medical institutions (such as hospitals) allowed in a C3 zoning district?,id8,qid503
Are health and medical institutions (such as hospitals) permitted in a C3 zoning district?,id8,qid504
Are health and medical institutions (such as hospitals) allowed in a C4 zoning district?,id8,qid505
Are health and medical institutions (such as hospitals) permitted in a C4 zoning district?,id8,qid506
Are hotels and motels (excluding other residential occupancies) allowed in a C3 zoning district?,id8,qid507
Are hotels and motels (excluding other residential occupancies) permitted in a C3 zoning district?,id8,qid508
Are hotels and motels (excluding other residential occupancies) allowed in a C4 zoning district?,id8,qid509
Are hotels and motels (excluding other residential occupancies) permitted in a C4 zoning district?,id8,qid510
Are commercial printing and publishing allowed in a C3 zoning district?,id8,qid511
Are commercial printing and publishing permitted in a C3 zoning district?,id8,qid512
Are commercial printing and publishing allowed in a C4 zoning district?,id8,qid513
Are commercial printing and publishing permitted in a C4 zoning district?,id8,qid514
Are taverns and cocktail lounges allowed in a C3 zoning district?,id8,qid515
Are taverns and cocktail lounges permitted in a C3 zoning district?,id8,qid516
Are taverns and cocktail lounges allowed in a C4 zoning district?,id8,qid517
Are taverns and cocktail lounges permitted in a C4 zoning district?,id8,qid518
Are indoor theaters allowed in a C3 zoning district?,id8,qid519
Are indoor theaters permitted in a C3 zoning district?,id8,qid520
Are indoor theaters allowed in a C4 zoning district?,id8,qid521
Are indoor theaters permitted in a C4 zoning district?,id8,qid522
Are self-storage warehouses allowed in a C3 zoning district?,id8,qid523
Are self-storage warehouses permitted in a C3 zoning district?,id8,qid524
Are self-storage warehouses allowed in a C4 zoning district?,id8,qid525
Are self-storage warehouses permitted in a C4 zoning district?,id8,qid526
Are major automotive repair allowed in a C4 zoning district?,id8,qid527
Are major automotive repair permitted in a C4 zoning district?,id8,qid528
Are commercial bakeries allowed in a C4 zoning district?,id8,qid529
Are commercial bakeries permitted in a C4 zoning district?,id8,qid530
Are regional commercial centers (including wholesale and retail sales) allowed in a C4 zoning district?,id8,qid531
Are regional commercial centers (including wholesale and retail sales) permitted in a C4 zoning district?,id8,qid532
Are plastic product design molding and assembly allowed in a C4 zoning district?,id8,qid533
Are plastic product design molding and assembly permitted in a C4 zoning district?,id8,qid534
Are small metal products design casting fabricating and processing allowed in a C4 zoning district?,id8,qid535
Are small metal products design casting fabricating and processing permitted in a C4 zoning district?,id8,qid536
Are manufacture and finishing allowed in a C4 zoning district?,id8,qid537
Are manufacture and finishing permitted in a C4 zoning district?,id8,qid538
Are storage yards allowed in a C4 zoning district?,id8,qid539
Are storage yards permitted in a C4 zoning district?,id8,qid540
Are wood products manufacturing and finishing allowed in a C4 zoning district?,id8,qid541
Are wood products manufacturing and finishing permitted in a C4 zoning district?,id8,qid542
Are warehouses allowed in a FI1 zoning district?,id8,qid543
Are warehouses permitted in a FI1 zoning district?,id8,qid544
Are warehouses allowed in a FI2 zoning district?,id8,qid545
Are warehouses permitted in a FI2 zoning district?,id8,qid546
Are warehouses allowed in a FI3 zoning district?,id8,qid547
Are warehouses permitted in a FI3 zoning district?,id8,qid548
Are research or testing laboratories allowed in a FI1 zoning district?,id8,qid549
Are research or testing laboratories permitted in a FI1 zoning district?,id8,qid550
Are research or testing laboratories allowed in a FI2 zoning district?,id8,qid551
Are research or testing laboratories permitted in a FI2 zoning district?,id8,qid552
Are research or testing laboratories allowed in a FI3 zoning district?,id8,qid553
Are research or testing laboratories permitted in a FI3 zoning district?,id8,qid554
Are product distribution centers allowed in a FI1 zoning district?,id8,qid555
Are product distribution centers permitted in a FI1 zoning district?,id8,qid556
Are product distribution centers allowed in a FI2 zoning district?,id8,qid557
Are product distribution centers permitted in a FI2 zoning district?,id8,qid558
Are product distribution centers allowed in a FI3 zoning district?,id8,qid559
Are product distribution centers permitted in a FI3 zoning district?,id8,qid560
Are woodworking shops allowed in a FI1 zoning district?,id8,qid561
Are woodworking shops permitted in a FI1 zoning district?,id8,qid562
Are woodworking shops allowed in a FI2 zoning district?,id8,qid563
Are woodworking shops permitted in a FI2 zoning district?,id8,qid564
Are woodworking shops allowed in a FI3 zoning district?,id8,qid565
Are woodworking shops permitted in a FI3 zoning district?,id8,qid566
Are auto body shops allowed in a FI1 zoning district?,id8,qid567
Are auto body shops permitted in a FI1 zoning district?,id8,qid568
Are auto body shops allowed in a FI2 zoning district?,id8,qid569
Are auto body shops permitted in a FI2 zoning district?,id8,qid570
Are auto body shops allowed in a FI3 zoning district?,id8,qid571
Are auto body shops permitted in a FI3 zoning district?,id8,qid572
Are furniture assembly allowed in a FI1 zoning district?,id8,qid573
Are furniture assembly permitted in a FI1 zoning district?,id8,qid574
Are furniture assembly allowed in a FI2 zoning district?,id8,qid575
Are furniture assembly permitted in a FI2 zoning district?,id8,qid576
Are furniture assembly allowed in a FI3 zoning district?,id8,qid577
Are furniture assembly permitted in a FI3 zoning district?,id8,qid578
Are dry cleaning plants allowed in a FI1 zoning district?,id8,qid579
Are dry cleaning plants permitted in a FI1 zoning district?,id8,qid580
Are dry cleaning plants allowed in a FI2 zoning district?,id8,qid581
Are dry cleaning plants permitted in a FI2 zoning district?,id8,qid582
Are dry cleaning plants allowed in a FI3 zoning district?,id8,qid583
Are dry cleaning plants permitted in a FI3 zoning district?,id8,qid584
Are machine shops allowed in a FI1 zoning district?,id8,qid585
Are machine shops permitted in a FI1 zoning district?,id8,qid586
Are machine shops allowed in a FI2 zoning district?,id8,qid587
Are machine shops permitted in a FI2 zoning district?,id8,qid588
Are machine shops allowed in a FI3 zoning district?,id8,qid589
Are machine shops permitted in a FI3 zoning district?,id8,qid590
Are boat storage yards allowed in a FI1 zoning district?,id8,qid591
Are boat storage yards permitted in a FI1 zoning district?,id8,qid592
Are boat storage yards allowed in a FI2 zoning district?,id8,qid593
Are boat storage yards permitted in a FI2 zoning district?,id8,qid594
Are boat storage yards allowed in a FI3 zoning district?,id8,qid595
Are boat storage yards permitted in a FI3 zoning district?,id8,qid596
Are stadiums and arenas allowed in a FI2 zoning district?,id8,qid597
Are stadiums and arenas permitted in a FI2 zoning district?,id8,qid598
Are stadiums and arenas allowed in a FI3 zoning district?,id8,qid599
Are stadiums and arenas permitted in a FI3 zoning district?,id8,qid600
Are indoor swap meets allowed in a FI2 zoning district?,id8,qid601
Are indoor swap meets permitted in a FI2 zoning district?,id8,qid602
Are indoor swap meets allowed in a FI3 zoning district?,id8,qid603
Are indoor swap meets permitted in a FI3 zoning district?,id8,qid604
Are breweries allowed in a FI2 zoning district?,id8,qid605
Are breweries permitted in a FI2 zoning district?,id8,qid606
Are breweries allowed in a FI3 zoning district?,id8,qid607
Are breweries permitted in a FI3 zoning district?,id8,qid608
Are liquid fertilizer manufacturing allowed in a FI2 zoning district?,id8,qid609
Are liquid fertilizer manufacturing permitted in a FI2 zoning district?,id8,qid610
Are liquid fertilizer manufacturing allowed in a FI3 zoning district?,id8,qid611
Are liquid fertilizer manufacturing permitted in a FI3 zoning district?,id8,qid612
Are carpet manufacturing allowed in a FI2 zoning district?,id8,qid613
Are carpet manufacturing permitted in a FI2 zoning district?,id8,qid614
Are carpet manufacturing allowed in a FI3 zoning district?,id8,qid615
Are carpet manufacturing permitted in a FI3 zoning district?,id8,qid616
Are monument works allowed in a FI2 zoning district?,id8,qid617
Are monument works permitted in a FI2 zoning district?,id8,qid618
Are monument works allowed in a FI3 zoning district?,id8,qid619
Are monument works permitted in a FI3 zoning district?,id8,qid620
Are regional recycling center allowed in a FI2 zoning district?,id8,qid621
Are regional recycling center permitted in a FI2 zoning district?,id8,qid622
Are regional recycling center allowed in a FI3 zoning district?,id8,qid623
Are regional recycling center permitted in a FI3 zoning district?,id8,qid624
Are auto-dismantling yards allowed in a FI3 zoning district?,id8,qid625
Are auto-dismantling yards permitted in a FI3 zoning district?,id8,qid626
Are alcohol manufacturing allowed in a FI3 zoning district?,id8,qid627
Are alcohol manufacturing permitted in a FI3 zoning district?,id8,qid628
Are cotton gins allowed in a FI3 zoning district?,id8,qid629
Are cotton gins permitted in a FI3 zoning district?,id8,qid630
Are paper manufacturing allowed in a FI3 zoning district?,id8,qid631
Are paper manufacturing permitted in a FI3 zoning district?,id8,qid632
Are quarries allowed in a FI3 zoning district?,id8,qid633
Are quarries permitted in a FI3 zoning district?,id8,qid634
Are salt works allowed in a FI3 zoning district?,id8,qid635
Are salt works permitted in a FI3 zoning district?,id8,qid636
Are petroleum refining allowed in a FI3 zoning district?,id8,qid637
Are petroleum refining permitted in a FI3 zoning district?,id8,qid638
What is the minimum lot size in the R1b zoning district?,id8,qid639
What is the maximum density in the R1b zoning district?,id8,qid640
What is the minimum lot width in the R1b zoning district?,id8,qid641
What is the minimum lot depth in the R1b zoning district?,id8,qid642
What is the minimum front setback in the R1b zoning district?,id8,qid643
What is the minimum side setback in the R1b zoning district?,id8,qid644
What is the minimum rear setback in the R1b zoning district?,id8,qid645
What is the maximum building height in the R1b zoning district?,id8,qid646
What is the minimum lot size in the C2 zoning district?,id8,qid647
What is the maximum density in the C2 zoning district?,id8,qid648
What is the minimum lot width in the C2 zoning district?,id8,qid649
What is the minimum lot depth in the C2 zoning district?,id8,qid650
What is the minimum front setback in the C2 zoning district?,id8,qid651
What is the minimum side setback in the C2 zoning district?,id8,qid652
What is the minimum rear setback in the C2 zoning district?,id8,qid653
What is the maximum building height in the C2 zoning district?,id8,qid654
What is the minimum lot size in the A1 zoning district?,id8,qid655
What is the maximum density in the A1 zoning district?,id8,qid656
What is the minimum lot width in the A1 zoning district?,id8,qid657
What is the minimum lot depth in the A1 zoning district?,id8,qid658
What is the minimum front setback in the A1 zoning district?,id8,qid659
What is the minimum side setback in the A1 zoning district?,id8,qid660
What is the minimum rear setback in the A1 zoning district?,id8,qid661
What is the maximum building height in the A1 zoning district?,id8,qid662
What is the minimum lot size in the R3a zoning district?,id8,qid663
What is the maximum density in the R3a zoning district?,id8,qid664
What is the minimum lot width in the R3a zoning district?,id8,qid665
What is the minimum lot depth in the R3a zoning district?,id8,qid666
What is the minimum front setback in the R3a zoning district?,id8,qid667
What is the minimum side setback in the R3a zoning district?,id8,qid668
What is the minimum rear setback in the R3a zoning district?,id8,qid669
What is the maximum building height in the R3a zoning district?,id8,qid670
What is the minimum lot size in the A2 zoning district?,id8,qid671
What is the maximum density in the A2 zoning district?,id8,qid672
What is the minimum lot width in the A2 zoning district?,id8,qid673
What is the minimum lot depth in the A2 zoning district?,id8,qid674
What is the minimum front setback in the A2 zoning district?,id8,qid675
What is the minimum side setback in the A2 zoning district?,id8,qid676
What is the minimum rear setback in the A2 zoning district?,id8,qid677
What is the maximum building height in the A2 zoning district?,id8,qid678
What is the minimum lot size in the R1c zoning district?,id8,qid679
What is the maximum density in the R1c zoning district?,id8,qid680
What is the minimum lot width in the R1c zoning district?,id8,qid681
What is the minimum lot depth in the R1c zoning district?,id8,qid682
What is the minimum front setback in the R1c zoning district?,id8,qid683
What is the minimum side setback in the R1c zoning district?,id8,qid684
What is the minimum rear setback in the R1c zoning district?,id8,qid685
What is the maximum building height in the R1c zoning district?,id8,qid686
What is the minimum lot size in the R1d zoning district?,id8,qid687
What is the maximum density in the R1d zoning district?,id8,qid688
What is the minimum lot width in the R1d zoning district?,id8,qid689
What is the minimum lot depth in the R1d zoning district?,id8,qid690
What is the minimum front setback in the R1d zoning district?,id8,qid691
What is the minimum side setback in the R1d zoning district?,id8,qid692
What is the minimum rear setback in the R1d zoning district?,id8,qid693
What is the maximum building height in the R1d zoning district?,id8,qid694
What is the minimum lot size in the C4 zoning district?,id8,qid695
What is the maximum density in the C4 zoning district?,id8,qid696
What is the minimum lot width in the C4 zoning district?,id8,qid697
What is the minimum lot depth in the C4 zoning district?,id8,qid698
What is the minimum front setback in the C4 zoning district?,id8,qid699
What is the minimum side setback in the C4 zoning district?,id8,qid700
What is the minimum rear setback in the C4 zoning district?,id8,qid701
What is the maximum building height in the C4 zoning district?,id8,qid702
What is the minimum lot size in the C1 zoning district?,id8,qid703
What is the maximum density in the C1 zoning district?,id8,qid704
What is the minimum lot width in the C1 zoning district?,id8,qid705
What is the minimum lot depth in the C1 zoning district?,id8,qid706
What is the minimum front setback in the C1 zoning district?,id8,qid707
What is the minimum side setback in the C1 zoning district?,id8,qid708
What is the minimum rear setback in the C1 zoning district?,id8,qid709
What is the maximum building height in the C1 zoning district?,id8,qid710
What is the minimum lot size in the FI1 zoning district?,id8,qid711
What is the maximum density in the FI1 zoning district?,id8,qid712
What is the minimum lot width in the FI1 zoning district?,id8,qid713
What is the minimum lot depth in the FI1 zoning district?,id8,qid714
What is the minimum front setback in the FI1 zoning district?,id8,qid715
What is the minimum side setback in the FI1 zoning district?,id8,qid716
What is the minimum rear setback in the FI1 zoning district?,id8,qid717
What is the maximum building height in the FI1 zoning district?,id8,qid718
What is the minimum lot size in the R1a zoning district?,id8,qid719
What is the maximum density in the R1a zoning district?,id8,qid720
What is the minimum lot width in the R1a zoning district?,id8,qid721
What is the minimum lot depth in the R1a zoning district?,id8,qid722
What is the minimum front setback in the R1a zoning district?,id8,qid723
What is the minimum side setback in the R1a zoning district?,id8,qid724
What is the minimum rear setback in the R1a zoning district?,id8,qid725
What is the maximum building height in the R1a zoning district?,id8,qid726
What is the minimum lot size in the FI2 zoning district?,id8,qid727
What is the maximum density in the FI2 zoning district?,id8,qid728
What is the minimum lot width in the FI2 zoning district?,id8,qid729
What is the minimum lot depth in the FI2 zoning district?,id8,qid730
What is the minimum front setback in the FI2 zoning district?,id8,qid731
What is the minimum side setback in the FI2 zoning district?,id8,qid732
What is the minimum rear setback in the FI2 zoning district?,id8,qid733
What is the maximum building height in the FI2 zoning district?,id8,qid734
What is the minimum lot size in the FI3 zoning district?,id8,qid735
What is the maximum density in the FI3 zoning district?,id8,qid736
What is the minimum lot width in the FI3 zoning district?,id8,qid737
What is the minimum lot depth in the FI3 zoning district?,id8,qid738
What is the minimum front setback in the FI3 zoning district?,id8,qid739
What is the minimum side setback in the FI3 zoning district?,id8,qid740
What is the minimum rear setback in the FI3 zoning district?,id8,qid741
What is the maximum building height in the FI3 zoning district?,id8,qid742
What is the minimum lot size in the R2a zoning district?,id8,qid743
What is the maximum density in the R2a zoning district?,id8,qid744
What is the minimum lot width in the R2a zoning district?,id8,qid745
What is the minimum lot depth in the R2a zoning district?,id8,qid746
What is the minimum front setback in the R2a zoning district?,id8,qid747
What is the minimum side setback in the R2a zoning district?,id8,qid748
What is the minimum rear setback in the R2a zoning district?,id8,qid749
What is the maximum building height in the R2a zoning district?,id8,qid750
What is the minimum lot size in the C3 zoning district?,id8,qid751
What is the maximum density in the C3 zoning district?,id8,qid752
What is the minimum lot width in the C3 zoning district?,id8,qid753
What is the minimum lot depth in the C3 zoning district?,id8,qid754
What is the minimum front setback in the C3 zoning district?,id8,qid755
What is the minimum side setback in the C3 zoning district?,id8,qid756
What is the minimum rear setback in the C3 zoning district?,id8,qid757
What is the maximum building height in the C3 zoning district?,id8,qid758
What is the minimum lot size in the A3 zoning district?,id8,qid759
What is the maximum density in the A3 zoning district?,id8,qid760
What is the minimum lot width in the A3 zoning district?,id8,qid761
What is the minimum lot depth in the A3 zoning district?,id8,qid762
What is the minimum front setback in the A3 zoning district?,id8,qid763
What is the minimum side setback in the A3 zoning district?,id8,qid764
What is the minimum rear setback in the A3 zoning district?,id8,qid765
What is the maximum building height in the A3 zoning district?,id8,qid766
What is the minimum lot size in the R3b zoning district?,id8,qid767
What is the maximum density in the R3b zoning district?,id8,qid768
What is the minimum lot width in the R3b zoning district?,id8,qid769
What is the minimum lot depth in the R3b zoning district?,id8,qid770
What is the minimum front setback in the R3b zoning district?,id8,qid771
What is the minimum side setback in the R3b zoning district?,id8,qid772
What is the minimum rear setback in the R3b zoning district?,id8,qid773
What is the maximum building height in the R3b zoning district?,id8,qid774
What is the minimum lot size in the R2b zoning district?,id8,qid775
What is the maximum density in the R2b zoning district?,id8,qid776
What is the minimum lot width in the R2b zoning district?,id8,qid777
What is the minimum lot depth in the R2b zoning district?,id8,qid778
What is the minimum front setback in the R2b zoning district?,id8,qid779
What is the minimum side setback in the R2b zoning district?,id8,qid780
What is the minimum rear setback in the R2b zoning district?,id8,qid781
What is the maximum building height in the R2b zoning district?,id8,qid782
Is the minimum lot size for a property in the R1a zoning district 35000 square feet?,id8,qid783
Is the maximum density for a property in the R1a zoning district 1 dwelling units per acre?,id8,qid784
Is the minimum lot width for a property in the R1a zoning district 125 feet?,id8,qid785
Is the minimum lot depth for a property in the R1a zoning district 150 feet?,id8,qid786
Is the minimum front setback for a property in the R1a zoning district 25 feet?,id8,qid787
Is the minimum side setback for a property in the R1a zoning district 10 feet?,id8,qid788
Is the minimum rear setback for a property in the R1a zoning district 30 feet?,id8,qid789
Is the maximum building height for a property in the R1a zoning district 35 feet?,id8,qid790
Is the minimum lot size for a property in the R1b zoning district 20000 square feet?,id8,qid791
Is the maximum density for a property in the R1b zoning district 2 dwelling units per acre?,id8,qid792
Is the minimum lot width for a property in the R1b zoning district 100 feet?,id8,qid793
Is the minimum lot depth for a property in the R1b zoning district 125 feet?,id8,qid794
Is the minimum front setback for a property in the R1b zoning district 20 feet?,id8,qid795
Is the minimum side setback for a property in the R1b zoning district 10 feet?,id8,qid796
Is the minimum rear setback for a property in the R1b zoning district 25 feet?,id8,qid797
Is the maximum building height for a property in the R1b zoning district 35 feet?,id8,qid798
Is the minimum lot size for a property in the R1c zoning district 10000 square feet?,id8,qid799
Is the maximum density for a property in the R1c zoning district 4 dwelling units per acre?,id8,qid800
Is the minimum lot width for a property in the R1c zoning district 75 feet?,id8,qid801
Is the minimum lot depth for a property in the R1c zoning district 100 feet?,id8,qid802
Is the minimum front setback for a property in the R1c zoning district 20 feet?,id8,qid803
Is the minimum side setback for a property in the R1c zoning district 5 feet?,id8,qid804
Is the minimum rear setback for a property in the R1c zoning district 25 feet?,id8,qid805
Is the maximum building height for a property in the R1c zoning district 35 feet?,id8,qid806
Is the minimum lot size for a property in the R1d zoning district 6000 square feet?,id8,qid807
Is the maximum density for a property in the R1d zoning district 6 dwelling units per acre?,id8,qid808
Is the minimum lot width for a property in the R1d zoning district 60 feet?,id8,qid809
Is the minimum lot depth for a property in the R1d zoning district 90 feet?,id8,qid810
Is the minimum front setback for a property in the R1d zoning district 15 feet?,id8,qid811
Is the minimum side setback for a property in the R1d zoning district 5 feet?,id8,qid812
Is the minimum rear setback for a property in the R1d zoning district 20 feet?,id8,qid813
Is the maximum building height for a property in the R1d zoning district 35 feet?,id8,qid814
Is the minimum lot size for a property in the R2a zoning district 10000 square feet?,id8,qid815
Is the maximum density for a property in the R2a zoning district 4 dwelling units per acre?,id8,qid816
Is the minimum lot width for a property in the R2a zoning district 60 feet?,id8,qid817
Is the minimum lot depth for a property in the R2a zoning district 70 feet?,id8,qid818
Is the minimum front setback for a property in the R2a zoning district 20 feet?,id8,qid819
Is the minimum side setback for a property in the R2a zoning district 5 feet?,id8,qid820
Is the minimum rear setback for a property in the R2a zoning district 20 feet?,id8,qid821
Is the maximum building height for a property in the R2a zoning district 35 feet?,id8,qid822
Is the minimum lot size for a property in the R2b zoning district 6000 square feet?,id8,qid823
Is the maximum density for a property in the R2b zoning district 6 dwelling units per acre?,id8,qid824
Is the minimum lot width for a property in the R2b zoning district 60 feet?,id8,qid825
Is the minimum lot depth for a property in the R2b zoning district 70 feet?,id8,qid826
Is the minimum front setback for a property in the R2b zoning district 15 feet?,id8,qid827
Is the minimum side setback for a property in the R2b zoning district 5 feet?,id8,qid828
Is the minimum rear setback for a property in the R2b zoning district 20 feet?,id8,qid829
Is the maximum building height for a property in the R2b zoning district 35 feet?,id8,qid830
Is the minimum lot size for a property in the R3a zoning district 6000 square feet?,id8,qid831
Is the maximum density for a property in the R3a zoning district 8 dwelling units per acre?,id8,qid832
Is the minimum lot width for a property in the R3a zoning district 60 feet?,id8,qid833
Is the minimum lot depth for a property in the R3a zoning district 70 feet?,id8,qid834
Is the minimum front setback for a property in the R3a zoning district 15 feet?,id8,qid835
Is the minimum side setback for a property in the R3a zoning district 5 feet?,id8,qid836
Is the minimum rear setback for a property in the R3a zoning district 20 feet?,id8,qid837
Is the maximum building height for a property in the R3a zoning district 35 feet?,id8,qid838
Is the minimum lot size for a property in the R3b zoning district 6000 square feet?,id8,qid839
Is the maximum density for a property in the R3b zoning district 12 dwelling units per acre?,id8,qid840
Is the minimum lot width for a property in the R3b zoning district 60 feet?,id8,qid841
Is the minimum lot depth for a property in the R3b zoning district 70 feet?,id8,qid842
Is the minimum front setback for a property in the R3b zoning district 15 feet?,id8,qid843
Is the minimum side setback for a property in the R3b zoning district 5 feet?,id8,qid844
Is the minimum rear setback for a property in the R3b zoning district 20 feet?,id8,qid845
Is the maximum building height for a property in the R3b zoning district 35 feet?,id8,qid846
Is the minimum lot size for a property in the C1 zoning district 6000 square feet?,id8,qid847
Is the maximum density for a property in the C1 zoning district 12 units per acre?,id8,qid848
Is the minimum lot width for a property in the C1 zoning district 30 feet?,id8,qid849
Is the minimum lot depth for a property in the C1 zoning district 70 feet?,id8,qid850
Is the minimum front setback for a property in the C1 zoning district 0 feet?,id8,qid851
Is the minimum side setback for a property in the C1 zoning district 0 feet?,id8,qid852
Is the minimum rear setback for a property in the C1 zoning district 0 feet?,id8,qid853
Is the maximum building height for a property in the C1 zoning district 30 feet?,id8,qid854
Is the minimum lot width for a property in the C2 zoning district 30 feet?,id8,qid855
Is the minimum lot depth for a property in the C2 zoning district 70 feet?,id8,qid856
Is the minimum front setback for a property in the C2 zoning district 0 feet?,id8,qid857
Is the minimum side setback for a property in the C2 zoning district 0 feet?,id8,qid858
Is the minimum rear setback for a property in the C2 zoning district 0 feet?,id8,qid859
Is the maximum building height for a property in the C2 zoning district 40 feet?,id8,qid860
Is the minimum lot width for a property in the C3 zoning district 75 feet?,id8,qid861
Is the minimum lot depth for a property in the C3 zoning district 100 feet?,id8,qid862
Is the minimum front setback for a property in the C3 zoning district 0 feet?,id8,qid863
Is the minimum side setback for a property in the C3 zoning district 0 feet?,id8,qid864
Is the minimum rear setback for a property in the C3 zoning district 0 feet?,id8,qid865
Is the maximum building height for a property in the C3 zoning district 50 feet?,id8,qid866
Is the minimum lot width for a property in the C4 zoning district 75 feet?,id8,qid867
Is the minimum lot depth for a property in the C4 zoning district 100 feet?,id8,qid868
Is the minimum front setback for a property in the C4 zoning district 0 feet?,id8,qid869
Is the minimum side setback for a property in the C4 zoning district 0 feet?,id8,qid870
Is the minimum rear setback for a property in the C4 zoning district 0 feet?,id8,qid871
Is the maximum building height for a property in the C4 zoning district 50 feet?,id8,qid872
Is the minimum lot width for a property in the FI1 zoning district 50 feet?,id8,qid873
Is the minimum lot depth for a property in the FI1 zoning district 75 feet?,id8,qid874
Is the minimum front setback for a property in the FI1 zoning district 0 feet?,id8,qid875
Is the minimum side setback for a property in the FI1 zoning district 0 feet?,id8,qid876
Is the minimum rear setback for a property in the FI1 zoning district 0 feet?,id8,qid877
Is the maximum building height for a property in the FI1 zoning district 60 feet?,id8,qid878
Is the minimum lot width for a property in the FI2 zoning district 75 feet?,id8,qid879
Is the minimum lot depth for a property in the FI2 zoning district 100 feet?,id8,qid880
Is the minimum front setback for a property in the FI2 zoning district 0 feet?,id8,qid881
Is the minimum side setback for a property in the FI2 zoning district 0 feet?,id8,qid882
Is the minimum rear setback for a property in the FI2 zoning district 0 feet?,id8,qid883
Is the maximum building height for a property in the FI2 zoning district 80 feet?,id8,qid884
